G,Date,Age,Opp,W/L,At,Name,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc_y,BPM
3,2022-10-22,23-006,DET,W (+9),,Aaron Nesmith 2022-23 Advanced Game Log ,1.0,23.25,2.0,5.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,7.0,-3.0,0.595,0.5,0.0,3.7,1.8,0.0,0.0,11.7,14.5,11.4,109.0,119.0,4.5,-8.0
3,2022-10-23,30-157,WAS,W (+10),,Raul Neto 2022-23 Advanced Game Log ,0.0,8.1,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,0.4,0.4,13.9,0.0,7.9,0.0,6.4,0.0,0.0,27.3,101.0,98.0,3.0,-0.5
3,2022-10-22,29-127,SAS,L (-9),,Georges Niang 2022-23 Advanced Game Log ,0.0,15.033333333333333,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.7,126.0,131.0,5.0,-2.1
3,2022-10-23,23-106,OKC,W (+10),@,Jaylen Nowell 2022-23 Advanced Game Log ,0.0,23.766666666666666,5.0,16.0,1.0,6.0,3.0,4.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,0.0,14.0,4.0,0.394,0.344,4.7,19.1,12.6,5.6,4.0,0.0,5.3,33.6,89.0,101.0,8.3,-6.9
3,2022-10-23,28-061,LAL,W (+2),@,Jusuf Nurkić 2022-23 Advanced Game Log ,1.0,30.016666666666666,2.0,5.0,0.0,0.0,2.0,2.0,3.0,10.0,13.0,4.0,0.0,1.0,2.0,3.0,6.0,3.0,0.51,0.4,11.2,32.6,22.6,18.9,0.0,2.7,25.4,11.0,112.0,101.0,8.7,0.5
3,2022-10-22,24-065,BOS,L (-6),,Chuma Okeke 2022-23 Advanced Game Log ,0.0,16.133333333333333,3.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,8.0,-1.0,1.333,1.333,14.2,13.8,14.0,16.5,0.0,0.0,0.0,7.8,253.0,134.0,9.3,8.3
3,2022-10-23,24-052,LAC,W (+17),@,Josh Okogie 2022-23 Advanced Game Log ,0.0,1.2333333333333334,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.136,0.0,0.0,86.5,42.3,0.0,0.0,0.0,0.0,31.1,250.0,86.0,2.3,38.7
3,2022-10-23,21-316,CHO,L (-17),,Onyeka Okongwu 2022-23 Advanced Game Log ,0.0,23.383333333333333,4.0,6.0,0.0,0.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,10.0,1.0,0.644,0.667,11.4,9.5,10.6,6.7,2.0,6.4,20.5,16.8,112.0,123.0,8.8,-4.1
3,2022-10-23,21-270,WAS,W (+10),,Isaac Okoro 2022-23 Advanced Game Log ,1.0,20.316666666666666,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,-5.0,0.25,0.25,0.0,14.5,6.3,0.0,2.5,0.0,0.0,8.7,62.0,105.0,0.4,-9.7
3,2022-10-23,23-178,GSW,L (-5),@,KZ Okpala 2022-23 Advanced Game Log ,1.0,3.566666666666667,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,30.6,0.0,15.3,0.0,0.0,0.0,0.0,10.6,67.0,127.0,0.0,-14.7
3,2022-10-23,31-187,NOP,W (+1),@,Kelly Olynyk 2022-23 Advanced Game Log ,1.0,37.28333333333333,7.0,12.0,2.0,3.0,4.0,5.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,4.0,20.0,-8.0,0.704,0.667,3.1,6.6,4.8,21.5,1.3,0.0,6.6,17.1,147.0,118.0,17.2,4.6
3,2022-10-23,25-251,MIN,L (-10),,Eugene Omoruyi 2022-23 Advanced Game Log ,0.0,11.883333333333333,5.0,7.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,13.0,5.0,0.781,0.786,7.6,18.8,12.6,19.4,0.0,0.0,0.0,29.4,155.0,118.0,10.9,14.8
3,2022-10-23,26-318,ATL,W (+17),@,Kelly Oubre Jr. 2022-23 Advanced Game Log ,1.0,32.5,9.0,20.0,3.0,6.0,3.0,3.0,2.0,8.0,10.0,0.0,1.0,0.0,1.0,4.0,24.0,12.0,0.563,0.525,6.9,21.9,15.2,0.0,1.5,0.0,4.5,28.4,119.0,106.0,15.8,-3.0
3,2022-10-23,37-170,LAC,W (+17),@,Chris Paul 2022-23 Advanced Game Log ,1.0,32.61666666666667,3.0,11.0,1.0,8.0,0.0,0.0,3.0,5.0,8.0,11.0,1.0,1.0,2.0,2.0,7.0,15.0,0.318,0.318,9.4,16.4,12.8,42.0,1.6,2.9,15.4,17.3,106.0,98.0,10.7,0.8
3,2022-10-23,28-076,LAC,W (+17),@,Cameron Payne 2022-23 Advanced Game Log ,0.0,14.566666666666666,4.0,11.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,10.0,0.0,0.421,0.409,0.0,7.3,3.6,22.1,3.5,0.0,14.4,41.5,81.0,99.0,4.2,-8.3
3,2022-10-23,32-232,ATL,W (+17),@,Mason Plumlee 2022-23 Advanced Game Log ,1.0,26.416666666666668,2.0,4.0,0.0,0.0,4.0,9.0,1.0,7.0,8.0,6.0,0.0,1.0,2.0,2.0,8.0,-7.0,0.503,0.5,4.2,23.6,15.0,25.1,0.0,3.0,20.1,15.6,110.0,107.0,8.9,0.6
3,2022-10-22,27-007,PHI,W (+9),@,Jakob Poeltl 2022-23 Advanced Game Log ,1.0,27.033333333333335,6.0,9.0,0.0,0.0,1.0,2.0,7.0,5.0,12.0,3.0,0.0,1.0,1.0,5.0,13.0,0.0,0.658,0.667,31.1,20.6,25.7,16.5,0.0,3.4,9.2,17.6,149.0,112.0,14.9,0.3
3,2022-10-23,20-301,MIN,L (-10),,Aleksej Pokusevski 2022-23 Advanced Game Log ,0.0,13.183333333333334,1.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,-22.0,0.167,0.167,6.9,8.5,7.6,0.0,0.0,0.0,14.3,22.3,40.0,122.0,-1.8,-22.1
3,2022-10-23,23-126,SAC,W (+5),,Jordan Poole 2022-23 Advanced Game Log ,0.0,27.05,7.0,14.0,3.0,5.0,7.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,24.0,-18.0,0.668,0.607,0.0,0.0,0.0,21.8,1.6,0.0,5.3,29.0,134.0,120.0,18.2,3.7
3,2022-10-22,22-171,MIL,L (-20),@,Kevin Porter Jr. 2022-23 Advanced Game Log ,1.0,33.733333333333334,5.0,15.0,2.0,4.0,6.0,7.0,2.0,3.0,5.0,7.0,2.0,0.0,2.0,4.0,18.0,-9.0,0.498,0.4,5.3,10.7,7.6,34.5,2.9,0.0,10.0,24.9,115.0,125.0,14.7,-2.9
3,2022-10-22,24-115,OKC,W (+5),,Michael Porter Jr. 2022-23 Advanced Game Log ,1.0,27.65,8.0,15.0,5.0,10.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,3.0,4.0,22.0,20.0,0.712,0.7,7.5,14.8,11.2,6.2,1.7,3.1,16.3,27.4,111.0,110.0,15.1,2.9
3,2022-10-23,27-082,CLE,L (-10),@,Kristaps Porziņģis 2022-23 Advanced Game Log ,1.0,37.93333333333333,7.0,16.0,4.0,8.0,0.0,1.0,1.0,10.0,11.0,3.0,1.0,1.0,2.0,4.0,18.0,1.0,0.547,0.563,3.9,29.7,18.5,12.6,1.4,2.2,10.8,23.1,100.0,109.0,13.1,0.6
3,2022-10-23,29-151,PHO,L (-17),,Norman Powell 2022-23 Advanced Game Log ,1.0,20.766666666666666,4.0,9.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0,2.0,8.0,-17.0,0.444,0.444,0.0,14.8,7.5,0.0,4.9,0.0,25.0,26.5,64.0,112.0,2.4,-10.0
3,2022-10-22,19-302,PHI,W (+9),@,Joshua Primo 2022-23 Advanced Game Log ,0.0,22.1,2.0,8.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.0,1.0,2.0,5.0,6.0,0.313,0.313,0.0,15.2,7.9,22.5,0.0,4.1,11.1,17.8,87.0,114.0,2.8,-9.6
3,2022-10-23,24-147,POR,L (-2),,Austin Reaves 2022-23 Advanced Game Log ,0.0,18.966666666666665,2.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,-6.0,0.643,0.6,0.0,0.0,0.0,7.0,2.5,0.0,26.9,16.5,91.0,111.0,3.6,-3.5
3,2022-10-23,24-328,ATL,W (+17),@,Nick Richards 2022-23 Advanced Game Log ,0.0,20.15,9.0,9.0,0.0,0.0,2.0,3.0,5.0,6.0,11.0,1.0,0.0,2.0,0.0,1.0,20.0,25.0,0.969,1.0,27.7,26.5,27.0,9.3,0.0,7.9,0.0,21.2,200.0,103.0,23.9,20.4
3,2022-10-22,29-037,PHI,W (+9),@,Josh Richardson 2022-23 Advanced Game Log ,0.0,20.983333333333334,4.0,9.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,11.0,1.0,0.583,0.556,0.0,5.3,2.8,20.3,2.4,0.0,9.6,21.8,122.0,114.0,7.9,-1.4
3,2022-10-22,28-183,TOR,W (+3),,Duncan Robinson 2022-23 Advanced Game Log ,0.0,14.633333333333333,3.0,5.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,-2.0,0.8,0.8,0.0,21.4,12.1,0.0,0.0,0.0,0.0,15.9,139.0,115.0,5.4,0.4
3,2022-10-22,31-259,BOS,L (-6),,Terrence Ross 2022-23 Advanced Game Log ,1.0,35.15,11.0,16.0,5.0,8.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,3.0,29.0,-3.0,0.859,0.844,3.3,9.5,6.4,4.6,1.4,0.0,0.0,20.2,177.0,131.0,24.3,8.0
3,2022-10-23,26-242,OKC,W (+10),@,D'Angelo Russell 2022-23 Advanced Game Log ,1.0,25.8,2.0,5.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,6.0,1.0,0.0,2.0,0.0,6.0,0.0,0.51,0.4,4.3,7.0,5.8,26.4,1.9,0.0,25.4,13.0,113.0,109.0,7.8,-2.0
3,2022-10-23,26-173,GSW,L (-5),@,Domantas Sabonis 2022-23 Advanced Game Log ,1.0,22.35,6.0,10.0,0.0,1.0,7.0,8.0,3.0,11.0,14.0,4.0,0.0,1.0,1.0,2.0,19.0,-25.0,0.703,0.6,14.6,53.7,34.2,25.2,0.0,4.0,6.9,24.6,150.0,117.0,21.1,12.7
3,2022-10-22,20-089,MIL,L (-20),@,Alperen Şengün 2022-23 Advanced Game Log ,0.0,22.966666666666665,4.0,9.0,0.0,3.0,1.0,2.0,3.0,6.0,9.0,2.0,1.0,1.0,1.0,2.0,9.0,-8.0,0.455,0.444,11.6,31.3,20.0,15.1,2.1,3.9,9.2,19.8,105.0,121.0,9.1,-5.7
3,2022-10-23,23-292,NOP,W (+1),@,Collin Sexton 2022-23 Advanced Game Log ,0.0,18.85,2.0,10.0,1.0,3.0,3.0,4.0,3.0,2.0,5.0,1.0,2.0,0.0,2.0,1.0,8.0,11.0,0.34,0.25,18.3,13.1,15.8,7.5,5.2,0.0,14.5,30.6,82.0,108.0,4.4,-7.3
3,2022-10-22,28-203,MIA,L (-3),@,Pascal Siakam 2022-23 Advanced Game Log ,1.0,40.18333333333333,8.0,19.0,0.0,2.0,7.0,8.0,1.0,7.0,8.0,9.0,1.0,1.0,1.0,4.0,23.0,-5.0,0.511,0.421,2.6,23.9,11.8,39.2,1.3,2.6,4.3,26.7,119.0,118.0,20.7,2.0
3,2022-10-23,23-137,LAL,W (+2),@,Anfernee Simons 2022-23 Advanced Game Log ,1.0,35.78333333333333,5.0,17.0,0.0,6.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,5.0,12.0,2.0,0.336,0.294,0.0,2.7,1.5,8.9,1.3,0.0,21.9,26.7,62.0,108.0,-2.2,-17.3
3,2022-10-22,28-230,ORL,W (+6),@,Marcus Smart 2022-23 Advanced Game Log ,1.0,36.516666666666666,2.0,11.0,1.0,9.0,1.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,2.0,3.0,6.0,0.0,0.262,0.227,0.0,6.3,3.1,26.7,1.3,0.0,14.9,16.5,81.0,126.0,3.1,-13.5
3,2022-10-22,22-220,DET,W (+9),,Jalen Smith 2022-23 Advanced Game Log ,1.0,27.516666666666666,9.0,16.0,1.0,5.0,0.0,1.0,3.0,12.0,15.0,1.0,0.0,3.0,1.0,2.0,19.0,-1.0,0.578,0.594,9.3,37.4,23.4,6.0,0.0,9.9,5.7,24.4,120.0,102.0,17.7,0.3
3,2022-10-22,21-153,IND,L (-9),@,Isaiah Stewart 2022-23 Advanced Game Log ,1.0,29.55,2.0,10.0,1.0,4.0,6.0,10.0,6.0,11.0,17.0,2.0,0.0,0.0,2.0,5.0,11.0,-1.0,0.382,0.25,17.4,31.9,24.7,9.6,0.0,0.0,12.2,22.0,97.0,115.0,8.1,-11.8
3,2022-10-22,26-208,TOR,W (+3),,Max Strus 2022-23 Advanced Game Log ,0.0,37.11666666666667,8.0,14.0,3.0,7.0,1.0,1.0,0.0,5.0,5.0,3.0,0.0,2.0,0.0,1.0,20.0,-2.0,0.693,0.679,0.0,14.1,8.0,14.0,0.0,5.4,0.0,18.2,137.0,114.0,18.0,5.6
3,2022-10-22,24-233,ORL,W (+6),@,Jayson Tatum 2022-23 Advanced Game Log ,1.0,37.65,14.0,21.0,4.0,10.0,8.0,9.0,0.0,8.0,8.0,1.0,1.0,2.0,1.0,2.0,40.0,6.0,0.801,0.762,0.0,24.3,12.0,5.3,1.3,4.2,3.9,30.8,151.0,118.0,34.2,11.0
3,2022-10-22,23-029,DET,W (+9),,Terry Taylor 2022-23 Advanced Game Log ,0.0,20.483333333333334,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,4.2,4.2,4.2,10.4,0.0,4.4,0.0,5.6,66.0,123.0,1.0,-11.9
3,2022-10-23,32-257,SAC,W (+5),,Klay Thompson 2022-23 Advanced Game Log ,1.0,27.05,3.0,10.0,2.0,7.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,8.0,15.0,0.4,0.4,0.0,16.1,8.1,13.4,0.0,0.0,9.1,16.9,85.0,119.0,4.1,-8.3
3,2022-10-22,25-232,SAS,L (-9),,Matisse Thybulle 2022-23 Advanced Game Log ,0.0,3.2333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,131.0,-0.7,-25.6
3,2022-10-22,23-283,DAL,L (-41),@,Xavier Tillman Sr. 2022-23 Advanced Game Log ,0.0,8.9,3.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,-9.0,0.875,0.875,12.5,14.2,13.3,30.3,0.0,0.0,20.0,25.3,131.0,140.0,6.1,9.3
3,2022-10-23,29-196,POR,L (-2),,Juan Toscano-Anderson 2022-23 Advanced Game Log ,0.0,19.633333333333333,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,-5.0,0.667,0.667,0.0,11.4,5.3,0.0,2.4,0.0,0.0,6.4,129.0,108.0,3.9,-3.4
3,2022-10-23,26-342,OKC,W (+10),@,Karl-Anthony Towns 2022-23 Advanced Game Log ,1.0,30.333333333333332,5.0,9.0,1.0,3.0,4.0,4.0,1.0,7.0,8.0,5.0,1.0,0.0,3.0,2.0,15.0,14.0,0.697,0.611,3.7,20.9,13.2,20.8,1.6,0.0,21.8,19.3,125.0,105.0,14.2,3.0
3,2022-10-22,23-277,MIA,L (-3),@,Gary Trent Jr. 2022-23 Advanced Game Log ,1.0,38.916666666666664,7.0,18.0,5.0,12.0,4.0,6.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,23.0,-6.0,0.557,0.528,0.0,3.5,1.5,8.7,2.6,2.7,4.6,25.3,107.0,118.0,14.6,-1.5
3,2022-10-23,30-170,UTA,L (-1),,Jonas Valančiūnas 2022-23 Advanced Game Log ,1.0,24.45,2.0,11.0,0.0,1.0,2.0,2.0,8.0,1.0,9.0,3.0,1.0,0.0,1.0,3.0,6.0,-7.0,0.253,0.182,40.3,4.7,21.9,14.9,2.0,0.0,7.8,21.7,95.0,118.0,5.9,-8.2
3,2022-10-22,28-239,MIA,L (-3),@,Fred VanVleet 2022-23 Advanced Game Log ,1.0,38.81666666666667,2.0,9.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,10.0,3.0,0.0,1.0,5.0,7.0,6.0,0.354,0.278,2.7,3.5,3.1,35.8,3.9,0.0,9.2,12.8,108.0,117.0,9.5,-5.9
3,2022-10-23,23-203,NOP,W (+1),@,Jarred Vanderbilt 2022-23 Advanced Game Log ,1.0,28.0,5.0,7.0,2.0,3.0,3.0,3.0,0.0,4.0,4.0,1.0,4.0,1.0,1.0,5.0,15.0,-4.0,0.901,0.857,0.0,17.6,8.5,5.6,7.0,2.5,10.7,14.0,159.0,101.0,15.7,10.5
3,2022-10-22,22-060,PHI,W (+9),@,Devin Vassell 2022-23 Advanced Game Log ,1.0,34.21666666666667,9.0,14.0,4.0,8.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,22.0,0.0,0.786,0.786,0.0,13.0,6.8,13.9,1.5,0.0,6.7,19.2,149.0,114.0,18.7,5.4
3,2022-10-22,26-130,TOR,W (+3),,Gabe Vincent 2022-23 Advanced Game Log ,0.0,23.733333333333334,3.0,7.0,1.0,5.0,2.0,2.0,0.0,7.0,7.0,4.0,0.0,0.0,3.0,2.0,9.0,0.0,0.571,0.5,0.0,30.8,17.5,25.3,0.0,0.0,27.6,21.4,95.0,113.0,6.4,-7.1
3,2022-10-22,31-363,CLE,L (-32),,Nikola Vučević 2022-23 Advanced Game Log ,1.0,30.783333333333335,7.0,12.0,2.0,3.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,3.0,2.0,3.0,16.0,-10.0,0.667,0.667,3.1,14.2,7.5,20.3,0.0,8.1,14.3,20.8,116.0,133.0,13.0,-0.6
3,2022-10-23,25-337,WAS,W (+10),,Dean Wade 2022-23 Advanced Game Log ,0.0,21.3,3.0,4.0,2.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,12.0,19.0,0.968,1.0,5.3,13.8,9.0,14.8,0.0,4.2,0.0,12.9,207.0,106.0,13.0,12.6
3,2022-10-22,21-056,BOS,L (-6),,Franz Wagner 2022-23 Advanced Game Log ,1.0,34.516666666666666,8.0,17.0,2.0,6.0,0.0,0.0,2.0,4.0,6.0,2.0,1.0,0.0,1.0,1.0,18.0,-17.0,0.529,0.529,6.6,12.9,9.8,8.2,1.4,0.0,5.6,21.9,116.0,131.0,12.9,-5.3
3,2022-10-23,23-313,POR,L (-2),,Lonnie Walker IV 2022-23 Advanced Game Log ,1.0,32.416666666666664,7.0,13.0,1.0,5.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,15.0,5.0,0.558,0.577,6.0,6.9,6.4,4.8,1.5,2.6,13.0,20.1,98.0,110.0,9.5,-3.0
3,2022-10-23,33-345,POR,L (-2),,Russell Westbrook 2022-23 Advanced Game Log ,1.0,27.516666666666666,4.0,15.0,0.0,3.0,2.0,3.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,10.0,-4.0,0.306,0.267,0.0,24.3,11.4,30.8,0.0,0.0,0.0,25.0,82.0,109.0,6.3,-7.3
3,2022-10-22,22-248,CLE,L (-32),,Coby White 2022-23 Advanced Game Log ,0.0,23.6,2.0,8.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,-30.0,0.296,0.25,4.1,0.0,2.5,6.8,0.0,0.0,0.0,16.3,75.0,142.0,0.4,-18.2
3,2022-10-22,28-112,ORL,W (+6),@,Derrick White 2022-23 Advanced Game Log ,1.0,36.95,10.0,17.0,5.0,9.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,2.0,27.0,7.0,0.737,0.735,6.0,6.2,6.1,17.9,1.3,0.0,0.0,22.2,154.0,126.0,23.7,6.1
3,2022-10-23,27-242,SAC,W (+5),,Andrew Wiggins 2022-23 Advanced Game Log ,1.0,31.5,10.0,19.0,2.0,6.0,2.0,3.0,1.0,4.0,5.0,1.0,3.0,2.0,0.0,2.0,24.0,14.0,0.591,0.579,3.5,13.9,8.7,5.1,4.2,5.3,0.0,26.7,119.0,107.0,20.5,5.1
3,2022-10-22,23-326,ORL,W (+6),@,Grant Williams 2022-23 Advanced Game Log ,0.0,31.05,3.0,3.0,3.0,3.0,4.0,4.0,0.0,6.0,6.0,2.0,0.0,2.0,0.0,5.0,13.0,7.0,1.366,1.5,0.0,22.1,10.9,8.3,0.0,5.1,0.0,6.9,271.0,120.0,14.7,4.7
3,2022-10-22,21-057,CLE,L (-32),,Patrick Williams 2022-23 Advanced Game Log ,1.0,15.516666666666667,2.0,7.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.381,0.357,6.2,18.7,11.2,0.0,3.2,0.0,11.3,26.2,75.0,132.0,2.4,-13.4
3,2022-10-23,22-109,UTA,L (-1),,Zion Williamson 2022-23 Advanced Game Log ,1.0,29.883333333333333,10.0,16.0,0.0,0.0,5.0,6.0,2.0,4.0,6.0,1.0,1.0,2.0,4.0,3.0,25.0,-7.0,0.671,0.625,8.2,15.4,12.0,5.9,1.6,5.9,17.7,31.2,113.0,111.0,17.9,4.9
3,2022-10-23,26-211,LAL,W (+2),@,Justise Winslow 2022-23 Advanced Game Log ,0.0,25.1,2.0,8.0,0.0,0.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,7.0,2.0,0.359,0.25,8.9,11.7,10.4,17.3,3.8,3.2,9.3,17.9,96.0,98.0,7.1,0.6
3,2022-10-23,30-180,CLE,L (-10),@,Delon Wright 2022-23 Advanced Game Log ,0.0,26.5,2.0,5.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0,7.0,-16.0,0.554,0.5,0.0,8.5,4.8,25.6,3.9,0.0,13.7,13.1,118.0,114.0,9.0,2.5
3,2022-10-22,34-123,MIA,L (-3),@,Thaddeus Young 2022-23 Advanced Game Log ,0.0,10.583333333333334,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,4.0,-15.0,0.667,0.667,9.9,13.0,11.2,0.0,9.6,0.0,25.0,17.2,100.0,103.0,3.1,-5.1
3,2022-10-23,24-034,CHO,L (-17),,Trae Young 2022-23 Advanced Game Log ,1.0,33.28333333333333,9.0,25.0,2.0,8.0,8.0,9.0,2.0,3.0,5.0,9.0,0.0,0.0,1.0,4.0,28.0,-6.0,0.483,0.4,5.3,10.1,7.4,49.9,0.0,0.0,3.3,36.2,117.0,132.0,19.7,1.6
3,2022-10-23,25-219,PHO,L (-17),,Ivica Zubac 2022-23 Advanced Game Log ,1.0,21.333333333333332,1.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,2.0,0.0,0.0,3.0,1.0,2.0,-8.0,0.25,0.25,15.0,23.9,19.6,13.3,0.0,0.0,42.9,15.0,64.0,120.0,1.2,-11.3
